DATE,DOW,RATE_CODE,MARKET_CODE,RATE_DESC,NO_ROOMS,REVENUE
1/2/2017,Mon,TRAVIMP,WHOL,Travel Impressions,0,0
1/2/2017,Mon,TRVLSVRS,CONS,TravelSavers Consortia,0,0
1/2/2017,Mon,TSELECT,CONS,1 Travel Leaders Select Hotels & Resorts (BAR),0,0
1/2/2017,Mon,TZELL,CONS,1 Travel Leaders Worldwide Program,0,0
1/2/2017,Mon,UBM,CORP,United Business Media,0,0
1/2/2017,Mon,ULTRAMAR,CORP,Ultramar Travel,0,0
1/2/2017,Mon,UPSELL,RACK,Upsell * Do not use anymore,0,0
1/2/2017,Mon,USTRAVEL,CORP,USA Travel Pro,0,0
1/2/2017,Mon,VALUE,CORP,Value Retail,0,0
1/2/2017,Mon,VIA,CORP,VIA Agency,0,0
1/2/2017,Mon,VIRTSUMMER,CONS,Virtuoso Suite Deal Summer Deal,0,0
1/2/2017,Mon,VIRTUO,CONS,Virtuoso Hotel & Resort Program,4,1628
1/2/2017,Mon,VQ2,CONS,Virtuoso Promo 2 - GDK & Suites,0,0
1/2/2017,Mon,WELLS,CORP,Wells Fargo,0,0
1/2/2017,Mon,WEWORK,CORP,WeWork - The Physical Social Network,0,0
1/2/2017,Mon,WGS,CORP,William Grant and Sons,0,0
1/2/2017,Mon,WIN,CONS,WIN Consortia,0,0
1/2/2017,Mon,WMEIMG,CORP,WME | IMG,0,0
1/2/2017,Mon,WMG,CORP,Wasserman Media Group,0,0
1/2/2017,Mon,WPP,CORP,WPP,1,245
1/2/2017,Mon,ZGFA,CORP,Zimmer Gunsul and Frasca Architects LLP,0,0
1/3/2017,Tue,AAA,RACK,AAA Hotel Lodging Program,3,859.75
1/3/2017,Tue,ABC,CONS,ABC Consortia,1,312.4
1/3/2017,Tue,ABU,CORP,Abu Dhabi Investment Council,0,0
1/3/2017,Tue,ACTIVISION,CORP,Activision Blizzard,0,0
1/3/2017,Tue,AGODA,DIST,Agoda OTA Free Cancellation,0,0
1/3/2017,Tue,AGODAAPS,DIST,Agoda OTA - Non-Refundable Prepaid,0,0
1/3/2017,Tue,AGODAOPQ,DIST,Agoda/Priceline Opaque,0,0
1/3/2017,Tue,AICP,CORP,Aicp,0,0
1/3/2017,Tue,AKAMAI,CORP,Akamai Technologies,3,800
1/3/2017,Tue,ALTOUR,CONS,Altour Hotel Collection (Includes Cont Brkfast and Amenities),0,0
1/3/2017,Tue,ALTPRP,CONS,Altour Preferred Rate Program (No amenities),1,277.2
1/3/2017,Tue,AMAZON,CORP,Amazon/Zappos,0,0
1/3/2017,Tue,AMEX,CONS,American Express,0,0
1/3/2017,Tue,AOL,CORP,Oath Inc.,0,0
1/3/2017,Tue,AP10,RACK,Advanced Purchase Rate,0,0
1/3/2017,Tue,AP30,RACK,90 Day Advanced Purchase Promotion,1,387
1/3/2017,Tue,AP5,RACK,7 Day Advanced Purchase Promo Rate,0,0
1/3/2017,Tue,APPT,CORP,Appointment Group,0,0
1/3/2017,Tue,ARF,CORP,Advertising Research Foundation,0,0
1/3/2017,Tue,ASB,CORP,American Standard Brands,0,0
1/3/2017,Tue,ASCENA,CORP,Ascena Retail Group,0,0
1/3/2017,Tue,ASP,CORP,Aspen Travel,0,0
1/3/2017,Tue,AXIOM,CORP,Axiom Cornerstone Commodities,0,0
1/3/2017,Tue,BAR,RACK,Best Available Rate,0,0
1/3/2017,Tue,BARCLAYS,CORP,Barclays,0,0
1/3/2017,Tue,BART,SPEC,Barter/Trade,0,0
1/3/2017,Tue,BCD,CONS,BCD/BCP,0,0
1/3/2017,Tue,BCG,CORP,Boston Consulting Group,0,0
1/3/2017,Tue,BFAST,PKG,Bed & Breakfast Package,0,0
1/3/2017,Tue,BLUE,CORP,Blue Cube Travel,0,0
1/3/2017,Tue,BONO,WHOL,Bonotel Dynamic Free Cancellation,0,0
1/3/2017,Tue,BONOPRO,WHOL,Bonotel Promotion,0,0
1/3/2017,Tue,BOOK,DIST,Booking.com,9,2363.65
1/3/2017,Tue,BOOK20,DIST,Booking.com 20% off,1,241
1/3/2017,Tue,BOOKINT,DIST,Booking.com International,0,0
1/3/2017,Tue,BOOKINT2,DIST,Booking.com International 2,2,543
1/3/2017,Tue,BOOKNF,DIST,Booking.com Non-Refundable 10%,1,239.4
1/3/2017,Tue,BOOKPRO,DIST,Booking.com Special Offer (Promotion),0,0
1/3/2017,Tue,BOUNCE15,RACK,Bounce/Fall Back Rate - *Use Source Code when book directly,0,0
1/3/2017,Tue,BROADRIDGE,CORP,"Broadridge Financial Solutions, Inc",0,0
1/3/2017,Tue,BUSTLE,CORP,Bustle Negotiated Rate,0,0
1/3/2017,Tue,CCRA,CONS,CCRA Consortia,0,0
1/3/2017,Tue,CHICO,CORP,Chico's FAS,0,0
1/3/2017,Tue,CHRISTIES,CORP,Christie's,0,0
1/3/2017,Tue,CITI,CORP,Citgroup,1,210
1/3/2017,Tue,CMRTRACK,CORP,Consumer Track,0,0
1/3/2017,Tue,COZY,PKG,Get Cozy Package,0,0
1/3/2017,Tue,CPT,CORP,Columbia Property Trust,0,0
1/3/2017,Tue,CREDIT,CORP,Credit Suisse,1,255
1/3/2017,Tue,CRITEO,CORP,CRITEO Corporate rate,0,0
1/3/2017,Tue,CRSIGHT,CORP,Credit Sights,0,0
1/3/2017,Tue,CWT,CONS,Carlson Wagonlit,0,0
1/3/2017,Tue,CYBER,RACK,Cyber Monday Sale,3,1126.4
1/3/2017,Tue,CYBERSUITE,RACK,Cyber Monday Sale - Suite Code,0,0
1/3/2017,Tue,CYCLE,PKG,Tour De Domestique Cycling Package,0,0
1/3/2017,Tue,DER,CONS,Der Consortia Program,0,0
1/3/2017,Tue,EAGLE,CORP,American Eagle Outfitters,0,0
1/3/2017,Tue,EGENCIA,DIST,DO NOT USE-Egencia Corporate Travel (Expedia),1,193.8
1/3/2017,Tue,ELEMIS,CORP,Elemis,0,0
1/3/2017,Tue,EMBASSY,CORP,Embassy Row,0,0
1/3/2017,Tue,ENTER,CORP,Entertainment Industry Rate,0,0
1/3/2017,Tue,EXEC,CORP,Executive Reservation,1,255
1/3/2017,Tue,EXPAPNF,DIST,Expedia Advanced Purchase - NF,0,0
1/3/2017,Tue,EXPDEXC,DIST,Expedia Collect,1,252
1/3/2017,Tue,EXPDHTC,DIST,Expedia Hotel Collect,1,530
1/3/2017,Tue,EXPDPKG,DIST,Expedia Package,4,895.24
1/3/2017,Tue,EXPPROMO,DIST,Expedia Advance Purchase Promo,0,0
1/3/2017,Tue,EXPRESS,CORP,Express,0,0
1/3/2017,Tue,FACEBOOK,CORP,Facebook,0,0
1/3/2017,Tue,FANATICS,CORP,Fanatics,0,0
1/3/2017,Tue,FCM,CONS,Flight Center Corporate (FCM),0,0
1/3/2017,Tue,FIJI,CORP,Fiji Water Negotiated,0,0
1/3/2017,Tue,FINCHLEY,CORP,Finchley Group,0,0
1/3/2017,Tue,FLM,CORP,First Look Media,0,0
1/3/2017,Tue,FOUNDER,CORP,Founderscard,1,236
1/3/2017,Tue,FROSCH,CONS,Frosch Hotel Collection,0,0
1/3/2017,Tue,FTOURN,WHOL,Tourico Holiday Advance Purchase,0,0
1/3/2017,Tue,FULLSCREEN,CORP,Fullscreen Inc. Negotiated,0,0
1/3/2017,Tue,GETAROOM,DIST,Get A Room - Standalone,0,0
1/3/2017,Tue,GETAROOMPR,DIST,Get A Room - Promotional Rate Plan,0,0
1/3/2017,Tue,GETAROOMPS,DIST,Get A Room - Private Sale Rate Plan,0,0
1/3/2017,Tue,GETFLY,PKG,"Get Fly, Ride with Us package",0,0
1/3/2017,Tue,GETINTIMATE,PKG,Get Intimate Package,0,0
1/3/2017,Tue,GETITALL,PKG,Get it All Package,2,610
1/3/2017,Tue,GETLOCAL,PKG,Get Local Package,0,0
1/3/2017,Tue,GETLOVE,PKG,Get Love Package,0,0
1/3/2017,Tue,GETPAMPERED,PKG,Get Pampered Package,0,0
1/3/2017,Tue,GM,CORP,General Motors,0,0
1/3/2017,Tue,GOLD,CORP,Goldman Sachs,0,0
1/3/2017,Tue,GSM,CONS,GSM Travel,0,0
1/3/2017,Tue,GTA,WHOL,GTA Travel North America - Dynamic Free CXL,0,0
1/3/2017,Tue,GTA2,WHOL,GTA Static Rates,0,0
1/3/2017,Tue,GUESS,CORP,Guess,0,0
1/3/2017,Tue,HALCYON,CORP,"Halcyon Asset Management, LLC",0,0
1/3/2017,Tue,HAVAS,CORP,Havas,0,0
1/3/2017,Tue,HCHEER,PKG,Holiday Cheer Package,0,0
1/3/2017,Tue,HICKORY,CONS,Hickory Global Partners Travel,0,0
1/3/2017,Tue,HLWN,PKG,Get Spooked - Halloween Package,0,0
1/3/2017,Tue,HMH,CORP,Houghton Mifflin Harcourt,0,0
1/3/2017,Tue,HOLTREN,CORP,Holt Renfrew,0,0
1/3/2017,Tue,HONEYMOON,PKG,Get Hitched Package,0,0
1/3/2017,Tue,HOTELWEEK,PKG,Hotel Week,0,0
1/3/2017,Tue,HRG,CONS,HRG,0,0
1/3/2017,Tue,HW0,DIST,HOTWIRE - Opaque,0,0
1/3/2017,Tue,IBM,CORP,IBM,1,240
1/3/2017,Tue,INDUSTRY,SPEC,Travel Agent Discount,0,0
1/3/2017,Tue,INTERPAR,CORP,Interparfums Corporate Rate,0,0
1/3/2017,Tue,IPG,CORP,IPG,2,530
1/3/2017,Tue,JETLUXE,CORP,Jetluxe Inc Negotiated,0,0
1/3/2017,Tue,JTB,CONS,JTB Consortia,0,0
1/3/2017,Tue,KAO,CORP,"Kao USA, Inc.",0,0
1/3/2017,Tue,LI&FUNG,CORP,LI FUNG GBG,0,0
1/3/2017,Tue,LIMITED,CORP,L Brands (Limited Brands),0,0
1/3/2017,Tue,LINKEDIN,CORP,LinkedIn,0,0
1/3/2017,Tue,LIST,RACK,Welcome,0,0
1/3/2017,Tue,LIZ,CORP,Kate Spade & Company (formerly Fifth & Pacific/Liz Claiborne),0,0
1/3/2017,Tue,LOISLANE,CORP,Lois Lane Travel,0,0
1/3/2017,Tue,MAG,CORP,Magellan Vacations,0,0
1/3/2017,Tue,MAGAP30,CORP,Magellan 30 Day Advanced Purchase Promo Rate,0,0
1/3/2017,Tue,MAGLOS5,CORP,Magellan Exclusive Offer,0,0
1/3/2017,Tue,MAGNET,CORP,Magellan Vacations Special Offer,0,0
1/3/2017,Tue,MAR,RACK,Last chance Rate - Zephyr ONLY,0,0
1/3/2017,Tue,MEDIA/PR,SPEC,Special Media & PR rates,0,0
1/3/2017,Tue,MESIROW,CORP,Mesirow Financial Corp,0,0
1/3/2017,Tue,MGDISC,CORP,Magma Global,0,0
1/3/2017,Tue,MONIQUE,CORP,Monique Lhuillier,0,0
1/3/2017,Tue,NESTLE,CORP,Nestl� Skin Health-Galderma,0,0
1/3/2017,Tue,NEWERA,CORP,New Era Cap Co.,0,0
1/3/2017,Tue,NIKE,CORP,Nike,3,765
1/3/2017,Tue,NYE17,PKG,DO NOT USE-New Year's Eve at Gansevoort,0,0
1/3/2017,Tue,NYESPC,RACK,Insider New Year�s Eve Offer,0,0
1/3/2017,Tue,NYLIFE,CORP,New York Life,3,785
1/3/2017,Tue,OMEGA,CONS,Omega World Travel,0,0
1/3/2017,Tue,ONECLUB,CORP,One Club Corporate Rate,0,0
1/3/2017,Tue,OVA,CONS,Ovation Travel / Lawyers Travel,1,300
1/3/2017,Tue,OVAPRO,CORP,Ovation Promotion,0,0
1/3/2017,Tue,OVERSEA,CORP,Oversea's Travel,0,0
1/3/2017,Tue,PARKNG,PKG,Valet Parking Package,0,0
1/3/2017,Tue,PERNOD,CORP,Pernod Ricard,0,0
1/3/2017,Tue,POP,CORP,Popsugar,0,0
1/3/2017,Tue,PRICELNOTA,DIST,Priceline OTA Free Cancellation,0,0
1/3/2017,Tue,PRO,CONS,Protravel,0,0
1/3/2017,Tue,PROM2,RACK,DO NOT USE-Best Available Rate,22,6469.75
1/3/2017,Tue,PROWORLD,CORP,Project Worldwide,0,0
1/3/2017,Tue,PUBLICIS,CORP,Publicis Groupe,0,0
1/3/2017,Tue,PVH,CORP,PVH Corp,0,0
1/3/2017,Tue,QUINN,CORP,Quinn Emanuel,1,250.75
1/3/2017,Tue,R&R,PKG,Rejuvenate & Relax,0,0
1/3/2017,Tue,RACK,RACK,Rack Rate,0,404
1/3/2017,Tue,RADIUS,CONS,Radius Consortia,0,0
1/3/2017,Tue,RADIUSNET,CONS,Radius Non Commish Rate,0,0
1/3/2017,Tue,RSB,WHOL,Russian Service Bureau,0,0
1/3/2017,Tue,SAKS5,CORP,Saks Fifth Avenue (Mexico),0,0
1/3/2017,Tue,SCRIP,CORP,Scripps Networks,0,0
1/3/2017,Tue,SECRETESC,DIST,Secret Escapes,0,0
1/3/2017,Tue,SHARE,RACK,Share with reservation* Do not use anymore,0,0
1/3/2017,Tue,SHUTTER,CORP,Shutterstock,1,255
1/3/2017,Tue,SNOW,RACK,Snowstorm,0,0
1/3/2017,Tue,SONY,CORP,Sony Corporation,0,0
1/3/2017,Tue,SPEC,SPEC,Special Rate,0,0
1/3/2017,Tue,SR,CORP,SR Travel Services,0,0
1/3/2017,Tue,STAYPROMO1,RACK,"Stay 3 Nights, Get 20% Off",0,0
1/3/2017,Tue,STAYPROMO2,RACK,"Stay 4 Nights, Get 25% Off",0,0
1/3/2017,Tue,STAYPROMO3,RACK,"Stay 5 Nights, Get 30% Off",0,0
1/3/2017,Tue,SUITEDEALS,RACK,Suiiteness Promotion,0,0
1/3/2017,Tue,SUITENESS,DIST,Suiteness OTA,0,0
1/3/2017,Tue,SUITEWEEKEND,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
1/3/2017,Tue,SUITEWKEND2,RACK,"Suite Weekend Promotion - Stay 1 Night, Get 15% or Stay 2 Nights, Get 20%",0,0
1/3/2017,Tue,TABLET,DIST,Tablet Hotels,0,0
1/3/2017,Tue,TABLETPRO,DIST,Tablet Advance Purchase Rate,0,0
1/3/2017,Tue,TARGET,CORP,Target,0,0
1/3/2017,Tue,TEAM,WHOL,Team America,0,0
1/3/2017,Tue,THOR,CONS,Thor Consortia,0,0
1/3/2017,Tue,TIFFANY,CORP,Tiffany's & Co,0,0
1/3/2017,Tue,TIME,CORP,Time Warner Entertainment,0,0
1/3/2017,Tue,TJX,CORP,"TJX Companies, INC",0,0
1/3/2017,Tue,TONIGHT,DIST,Hotel Tonight,0,0
1/3/2017,Tue,TOURICO,WHOL,Tourico Holidays,0,0
1/3/2017,Tue,TOURICO2,WHOL,Tourico Holidays - Static Rates,0,0
1/3/2017,Tue,TRANSPORT,CONS,Travel & Transport,0,0
1/3/2017,Tue,TRAVIMP,WHOL,Travel Impressions,0,0
1/3/2017,Tue,TRVLSVRS,CONS,TravelSavers Consortia,0,0
1/3/2017,Tue,TSELECT,CONS,1 Travel Leaders Select Hotels & Resorts (BAR),0,0
1/3/2017,Tue,TZELL,CONS,1 Travel Leaders Worldwide Program,5,1288.4
1/3/2017,Tue,UBM,CORP,United Business Media,0,0
1/3/2017,Tue,ULTRAMAR,CORP,Ultramar Travel,1,255
1/3/2017,Tue,UPSELL,RACK,Upsell * Do not use anymore,0,0
1/3/2017,Tue,USTRAVEL,CORP,USA Travel Pro,0,0
1/3/2017,Tue,VALUE,CORP,Value Retail,0,0
1/3/2017,Tue,VIA,CORP,VIA Agency,0,0
1/3/2017,Tue,VIRTSUMMER,CONS,Virtuoso Suite Deal Summer Deal,0,0
1/3/2017,Tue,VIRTUO,CONS,Virtuoso Hotel & Resort Program,3,1215
1/3/2017,Tue,VQ2,CONS,Virtuoso Promo 2 - GDK & Suites,0,0
1/3/2017,Tue,WELLS,CORP,Wells Fargo,0,0
1/3/2017,Tue,WEWORK,CORP,WeWork - The Physical Social Network,0,0
1/3/2017,Tue,WGS,CORP,William Grant and Sons,0,0
1/3/2017,Tue,WIN,CONS,WIN Consortia,0,0
1/3/2017,Tue,WMEIMG,CORP,WME | IMG,0,0
1/3/2017,Tue,WMG,CORP,Wasserman Media Group,0,0
1/3/2017,Tue,WPP,CORP,WPP,1,245
1/3/2017,Tue,ZGFA,CORP,Zimmer Gunsul and Frasca Architects LLP,0,0
1/4/2017,Wed,AAA,RACK,AAA Hotel Lodging Program,3,850.25
1/4/2017,Wed,ABC,CONS,ABC Consortia,6,1505
1/4/2017,Wed,ABU,CORP,Abu Dhabi Investment Council,0,0
1/4/2017,Wed,ACTIVISION,CORP,Activision Blizzard,0,0
1/4/2017,Wed,AGODA,DIST,Agoda OTA Free Cancellation,0,0
1/4/2017,Wed,AGODAAPS,DIST,Agoda OTA - Non-Refundable Prepaid,0,0
1/4/2017,Wed,AGODAOPQ,DIST,Agoda/Priceline Opaque,0,0
1/4/2017,Wed,AICP,CORP,Aicp,1,255
1/4/2017,Wed,AKAMAI,CORP,Akamai Technologies,1,290
1/4/2017,Wed,ALTOUR,CONS,Altour Hotel Collection (Includes Cont Brkfast and Amenities),1,247.5
1/4/2017,Wed,ALTPRP,CONS,Altour Preferred Rate Program (No amenities),2,545.6
1/4/2017,Wed,AMAZON,CORP,Amazon/Zappos,0,0
1/4/2017,Wed,AMEX,CONS,American Express,0,0
1/4/2017,Wed,AOL,CORP,Oath Inc.,0,0
1/4/2017,Wed,AP10,RACK,Advanced Purchase Rate,0,0
1/4/2017,Wed,AP30,RACK,90 Day Advanced Purchase Promotion,1,387
1/4/2017,Wed,AP5,RACK,7 Day Advanced Purchase Promo Rate,0,0
1/4/2017,Wed,APPT,CORP,Appointment Group,0,0
1/4/2017,Wed,ARF,CORP,Advertising Research Foundation,0,0
1/4/2017,Wed,ASB,CORP,American Standard Brands,0,0
1/4/2017,Wed,ASCENA,CORP,Ascena Retail Group,0,0
1/4/2017,Wed,ASP,CORP,Aspen Travel,0,0
1/4/2017,Wed,AXIOM,CORP,Axiom Cornerstone Commodities,0,0
1/4/2017,Wed,BAR,RACK,Best Available Rate,0,0
1/4/2017,Wed,BARCLAYS,CORP,Barclays,0,0
1/4/2017,Wed,BART,SPEC,Barter/Trade,0,0
1/4/2017,Wed,BCD,CONS,BCD/BCP,0,0
1/4/2017,Wed,BCG,CORP,Boston Consulting Group,0,0
1/4/2017,Wed,BFAST,PKG,Bed & Breakfast Package,0,0
1/4/2017,Wed,BLUE,CORP,Blue Cube Travel,0,0
1/4/2017,Wed,BONO,WHOL,Bonotel Dynamic Free Cancellation,1,192
1/4/2017,Wed,BONOPRO,WHOL,Bonotel Promotion,0,0
1/4/2017,Wed,BOOK,DIST,Booking.com,10,2585.51
1/4/2017,Wed,BOOK20,DIST,Booking.com 20% off,1,241
1/4/2017,Wed,BOOKINT,DIST,Booking.com International,0,0
1/4/2017,Wed,BOOKINT2,DIST,Booking.com International 2,0,0
1/4/2017,Wed,BOOKNF,DIST,Booking.com Non-Refundable 10%,0,0
1/4/2017,Wed,BOOKPRO,DIST,Booking.com Special Offer (Promotion),0,0
1/4/2017,Wed,BOUNCE15,RACK,Bounce/Fall Back Rate - *Use Source Code when book directly,0,0
1/4/2017,Wed,BROADRIDGE,CORP,"Broadridge Financial Solutions, Inc",1,319.5
1/4/2017,Wed,BUSTLE,CORP,Bustle Negotiated Rate,0,0
1/4/2017,Wed,CCRA,CONS,CCRA Consortia,0,0
1/4/2017,Wed,CHICO,CORP,Chico's FAS,0,0
1/4/2017,Wed,CHRISTIES,CORP,Christie's,0,0
1/4/2017,Wed,CITI,CORP,Citgroup,1,210
1/4/2017,Wed,CMRTRACK,CORP,Consumer Track,0,0
1/4/2017,Wed,COZY,PKG,Get Cozy Package,0,0
1/4/2017,Wed,CPT,CORP,Columbia Property Trust,0,0
1/4/2017,Wed,CREDIT,CORP,Credit Suisse,2,510
1/4/2017,Wed,CRITEO,CORP,CRITEO Corporate rate,0,0
1/4/2017,Wed,CRSIGHT,CORP,Credit Sights,0,0
1/4/2017,Wed,CWT,CONS,Carlson Wagonlit,0,0
1/4/2017,Wed,CYBER,RACK,Cyber Monday Sale,3,1126.4
1/4/2017,Wed,CYBERSUITE,RACK,Cyber Monday Sale - Suite Code,0,0
1/4/2017,Wed,CYCLE,PKG,Tour De Domestique Cycling Package,0,0
1/4/2017,Wed,DER,CONS,Der Consortia Program,0,0
1/4/2017,Wed,EAGLE,CORP,American Eagle Outfitters,0,0
1/4/2017,Wed,EGENCIA,DIST,DO NOT USE-Egencia Corporate Travel (Expedia),1,193.8
1/4/2017,Wed,ELEMIS,CORP,Elemis,0,0
1/4/2017,Wed,EMBASSY,CORP,Embassy Row,0,0
1/4/2017,Wed,ENTER,CORP,Entertainment Industry Rate,0,0
1/4/2017,Wed,EXEC,CORP,Executive Reservation,2,673
1/4/2017,Wed,EXPAPNF,DIST,Expedia Advanced Purchase - NF,0,0
1/4/2017,Wed,EXPDEXC,DIST,Expedia Collect,1,512
1/4/2017,Wed,EXPDHTC,DIST,Expedia Hotel Collect,1,530
1/4/2017,Wed,EXPDPKG,DIST,Expedia Package,5,987.8
1/4/2017,Wed,EXPPROMO,DIST,Expedia Advance Purchase Promo,0,0
1/4/2017,Wed,EXPRESS,CORP,Express,0,0
1/4/2017,Wed,FACEBOOK,CORP,Facebook,0,0
1/4/2017,Wed,FANATICS,CORP,Fanatics,0,0
1/4/2017,Wed,FCM,CONS,Flight Center Corporate (FCM),0,0
1/4/2017,Wed,FIJI,CORP,Fiji Water Negotiated,0,0
1/4/2017,Wed,FINCHLEY,CORP,Finchley Group,0,0
1/4/2017,Wed,FLM,CORP,First Look Media,0,0
1/4/2017,Wed,FOUNDER,CORP,Founderscard,0,0
1/4/2017,Wed,FROSCH,CONS,Frosch Hotel Collection,0,0
1/4/2017,Wed,FTOURN,WHOL,Tourico Holiday Advance Purchase,0,0
1/4/2017,Wed,FULLSCREEN,CORP,Fullscreen Inc. Negotiated,0,0
1/4/2017,Wed,GETAROOM,DIST,Get A Room - Standalone,0,0
1/4/2017,Wed,GETAROOMPR,DIST,Get A Room - Promotional Rate Plan,0,0
1/4/2017,Wed,GETAROOMPS,DIST,Get A Room - Private Sale Rate Plan,0,0
1/4/2017,Wed,GETFLY,PKG,"Get Fly, Ride with Us package",0,0
1/4/2017,Wed,GETINTIMATE,PKG,Get Intimate Package,0,0
1/4/2017,Wed,GETITALL,PKG,Get it All Package,4,1271
1/4/2017,Wed,GETLOCAL,PKG,Get Local Package,0,0
1/4/2017,Wed,GETLOVE,PKG,Get Love Package,0,0
1/4/2017,Wed,GETPAMPERED,PKG,Get Pampered Package,0,0
1/4/2017,Wed,GM,CORP,General Motors,0,0
1/4/2017,Wed,GOLD,CORP,Goldman Sachs,0,0
1/4/2017,Wed,GSM,CONS,GSM Travel,0,0
1/4/2017,Wed,GTA,WHOL,GTA Travel North America - Dynamic Free CXL,0,0
1/4/2017,Wed,GTA2,WHOL,GTA Static Rates,0,0
1/4/2017,Wed,GUESS,CORP,Guess,0,0
1/4/2017,Wed,HALCYON,CORP,"Halcyon Asset Management, LLC",0,0
1/4/2017,Wed,HAVAS,CORP,Havas,0,0
1/4/2017,Wed,HCHEER,PKG,Holiday Cheer Package,0,0
1/4/2017,Wed,HICKORY,CONS,Hickory Global Partners Travel,0,0
1/4/2017,Wed,HLWN,PKG,Get Spooked - Halloween Package,0,0
1/4/2017,Wed,HMH,CORP,Houghton Mifflin Harcourt,0,0
1/4/2017,Wed,HOLTREN,CORP,Holt Renfrew,0,0
1/4/2017,Wed,HONEYMOON,PKG,Get Hitched Package,0,0
1/4/2017,Wed,HOTELWEEK,PKG,Hotel Week,0,0
1/4/2017,Wed,HRG,CONS,HRG,0,0
1/4/2017,Wed,HW0,DIST,HOTWIRE - Opaque,0,0
1/4/2017,Wed,IBM,CORP,IBM,0,0
1/4/2017,Wed,INDUSTRY,SPEC,Travel Agent Discount,0,0
1/4/2017,Wed,INTERPAR,CORP,Interparfums Corporate Rate,0,0
1/4/2017,Wed,IPG,CORP,IPG,2,530
1/4/2017,Wed,JETLUXE,CORP,Jetluxe Inc Negotiated,0,0
1/4/2017,Wed,JTB,CONS,JTB Consortia,0,0
1/4/2017,Wed,KAO,CORP,"Kao USA, Inc.",0,0
1/4/2017,Wed,LI&FUNG,CORP,LI FUNG GBG,0,0
1/4/2017,Wed,LIMITED,CORP,L Brands (Limited Brands),0,0
1/4/2017,Wed,LINKEDIN,CORP,LinkedIn,0,0
1/4/2017,Wed,LIST,RACK,Welcome,0,0
1/4/2017,Wed,LIZ,CORP,Kate Spade & Company (formerly Fifth & Pacific/Liz Claiborne),0,0
1/4/2017,Wed,LOISLANE,CORP,Lois Lane Travel,0,0
1/4/2017,Wed,MAG,CORP,Magellan Vacations,1,259.6
1/4/2017,Wed,MAGAP30,CORP,Magellan 30 Day Advanced Purchase Promo Rate,0,0
1/4/2017,Wed,MAGLOS5,CORP,Magellan Exclusive Offer,0,0
1/4/2017,Wed,MAGNET,CORP,Magellan Vacations Special Offer,0,0
1/4/2017,Wed,MAR,RACK,Last chance Rate - Zephyr ONLY,0,0
1/4/2017,Wed,MEDIA/PR,SPEC,Special Media & PR rates,0,0
1/4/2017,Wed,MESIROW,CORP,Mesirow Financial Corp,0,0
1/4/2017,Wed,MGDISC,CORP,Magma Global,0,0
1/4/2017,Wed,MONIQUE,CORP,Monique Lhuillier,0,0
1/4/2017,Wed,NESTLE,CORP,Nestl� Skin Health-Galderma,0,0
1/4/2017,Wed,NEWERA,CORP,New Era Cap Co.,0,0
1/4/2017,Wed,NIKE,CORP,Nike,4,1020
1/4/2017,Wed,NYE17,PKG,DO NOT USE-New Year's Eve at Gansevoort,0,0
1/4/2017,Wed,NYESPC,RACK,Insider New Year�s Eve Offer,0,0
1/4/2017,Wed,NYLIFE,CORP,New York Life,7,1785
1/4/2017,Wed,OMEGA,CONS,Omega World Travel,0,0
1/4/2017,Wed,ONECLUB,CORP,One Club Corporate Rate,0,0
1/4/2017,Wed,OVA,CONS,Ovation Travel / Lawyers Travel,1,300
1/4/2017,Wed,OVAPRO,CORP,Ovation Promotion,0,0
1/4/2017,Wed,OVERSEA,CORP,Oversea's Travel,0,0
1/4/2017,Wed,PARKNG,PKG,Valet Parking Package,0,0
1/4/2017,Wed,PERNOD,CORP,Pernod Ricard,0,0
1/4/2017,Wed,POP,CORP,Popsugar,0,0
1/4/2017,Wed,PRICELNOTA,DIST,Priceline OTA Free Cancellation,0,0
1/4/2017,Wed,PRO,CONS,Protravel,0,0
1/4/2017,Wed,PROM2,RACK,DO NOT USE-Best Available Rate,22,7016
1/4/2017,Wed,PROWORLD,CORP,Project Worldwide,0,0
1/4/2017,Wed,PUBLICIS,CORP,Publicis Groupe,0,0
1/4/2017,Wed,PVH,CORP,PVH Corp,0,0
1/4/2017,Wed,QUINN,CORP,Quinn Emanuel,1,250.75
1/4/2017,Wed,R&R,PKG,Rejuvenate & Relax,0,0
1/4/2017,Wed,RACK,RACK,Rack Rate,0,0
1/4/2017,Wed,RADIUS,CONS,Radius Consortia,0,0
1/4/2017,Wed,RADIUSNET,CONS,Radius Non Commish Rate,0,0
1/4/2017,Wed,RSB,WHOL,Russian Service Bureau,0,0
1/4/2017,Wed,SAKS5,CORP,Saks Fifth Avenue (Mexico),0,0
1/4/2017,Wed,SCRIP,CORP,Scripps Networks,0,0
1/4/2017,Wed,SECRETESC,DIST,Secret Escapes,0,0
1/4/2017,Wed,SHARE,RACK,Share with reservation* Do not use anymore,0,0
1/4/2017,Wed,SHUTTER,CORP,Shutterstock,1,255
1/4/2017,Wed,SNOW,RACK,Snowstorm,0,0
1/4/2017,Wed,SONY,CORP,Sony Corporation,1,225
1/4/2017,Wed,SPEC,SPEC,Special Rate,1,405
1/4/2017,Wed,SR,CORP,SR Travel Services,0,0
